app_id,wit_list,rdg_text,lem_text,feature,variant_likelihood,reason,inference_rule,band,orthography_guess,curator_label,curator_note
app-Y1.21-9-9,#ms0005,aṣ̌aōm.,aṣ̌āum.,aṣ̌aōm→aṣ̌āum,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-11-11,#ms0008,,ratuuō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-11-11,#ms0008,ratauuō.,ratuuō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-11-12,#ms0015,,ratuuō. uzaiieirina.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-11-12,#ms0015,ratauuō. uzaiieirəna.,ratuuō. uzaiieirina.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-11-13,#ms0005,,ratuuō. uzaiieirina. aṣ̌āum.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-11-13,#ms0005,ratauuō. uzaiieirəna. aṣ̌aōm.,ratuuō. uzaiieirina. aṣ̌āum.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-15-17,#ms0008,ratauuō. srīϑrəma. gaiia.,ratuuō. aiβisrūϑrima. aibigaiia.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-15-17,#ms0008 #ms0015,,ratuuō. aiβisrūϑrima. aibigaiia.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-15-17,#ms0015,ratauuō. aiβišrīϑrəma. aibigiia.,ratuuō. aiβisrūϑrima. aibigaiia.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-15-18,#ms0005,,ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-15-18,#ms0005,ratauuō. aiβisrīϑrəma. aibīgaiia. aṣ̌aōm.,ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-17-17,#ms0006,,aibigaiia.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-20-20,#ms0005 #ms0008 #ms0015,,ratuuō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-20-20,#ms0005 #ms0008 #ms0015,ratauuō.,ratuuō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-24-24,#ms0005 #ms0006 #ms0008 #ms0015,,ratuuō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.21-24-24,#ms0005 #ms0006 #ms0008 #ms0015,ratauuō.,ratuuō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-2-2,#ms0006 #ms0008,dəduuaēša.,diduuaēša.,dəduuaēša→diduuaēša,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-2-2,#ms0006 #ms0008 #ms0015,,diduuaēša.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-2-2,#ms0015,didəuuaēša.,diduuaēša.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-8-8,#ms0005 #ms0008 #ms0015,,š́iiaōϑna.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-8-8,#ms0005 #ms0008 #ms0015,š́iiaōϑana.,š́iiaōϑna.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-13-13,#ms0015,,ā.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-13-13,#ms0015,ātē.,ā.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-14-15,#ms0005 #ms0006,,tē. aiŋ́he.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-14-15,#ms0005 #ms0006,ā.tē. aŋ́he.,tē. aiŋ́he.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-15-16,#ms0015,,aiŋ́he. fraca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-15-16,#ms0015,aŋ́he. paraca.,aiŋ́he. fraca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-18-18,#ms0015,,nī.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-18-18,#ms0015,nə̄.,nī.,nə̄→nī,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-18-20,#ms0005,,nī. tē. vaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-18-20,#ms0005,nī.tē. nī.tē. vaēaδaiiemi. tē.,nī. tē. vaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-22-22,#ms0006,,tē.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-22-22,#ms0006,nī.tē.,tē.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-23-23,#ms0008,aŋ́he.,aiŋ́he.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-23-23,#ms0008 #ms0015,,aiŋ́he.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-23-23,#ms0015,aŋ́hē.,aiŋ́he.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-23-24,#ms0005,,aiŋ́he. auuā.urūraōδa.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-23-24,#ms0005,aŋ́he. auuā.urīraōϑa.,aiŋ́he. auuā.urūraōδa.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-27-27,#ms0005 #ms0008 #ms0015,,vaɱaheca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.22-27-27,#ms0005 #ms0008 #ms0015,vahmaheca.,vaɱaheca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-2-3,#ms0008,,mazišta. aṣ̌āum.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-2-3,#ms0008,maziša. aṣ̌āum,mazišta. aṣ̌āum.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-3-3,#ms0005,,aṣ̌āum.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-3-3,#ms0005,aṣ̌aōm.,aṣ̌āum.,aṣ̌aōm→aṣ̌āum,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-7-8,#ms0015,,vō. diduuaēša.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-7-8,#ms0015,vo didauuaēša.,vō. diduuaēša.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-8-8,#ms0005,didiuuaēša.,diduuaēša.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-8-8,#ms0005 #ms0006 #ms0008,,diduuaēša.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-8-8,#ms0006,diduuaēšuua.,diduuaēša.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-8-8,#ms0008,didəuuaēša.,diduuaēša.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-13-14,#ms0008,,yezi. š́iiaōϑna.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-13-14,#ms0008,š́iiaōϑana. yezi,yezi. š́iiaōϑna.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-14-14,#ms0005 #ms0006 #ms0015,,š́iiaōϑna.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-14-14,#ms0005 #ms0006 #ms0015,š́iiaōϑana.,š́iiaōϑna.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-17-23,#ms0008,,yezi. azaōša. ā. vō. aiŋ́he. fraca. stuiiē.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-17-23,#ms0008,yez azaōša āvō. aŋ́he. fca. stuiiaē. vō,yezi. azaōša. ā. vō. aiŋ́he. fraca. stuiiē.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-20-20,#ms0006,,vō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-20-20,#ms0006,ā.vō.,vō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-21-21,#ms0005 #ms0015,,aiŋ́he.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-21-21,#ms0005 #ms0015,aŋ́hē.,aiŋ́he.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-24-25,#ms0015,,nī. vō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-24-25,#ms0015,nə̄. vo.,nī. vō.,nə̄.→nī.,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-25-25,#ms0005,,vō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-25-25,#ms0005,nī.vō.,vō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-26-26,#ms0006,,vaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-26-26,#ms0006,vaēδaiiema.,vaēδaiiemi.,vaēδaiiema→vaēδaiiemi,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-26-27,#ms0008,,vaēδaiiemi. yezi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-26-27,#ms0008,vaēδaiiema. yeze,vaēδaiiemi. yezi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-28-29,#ms0015,,vō. aiŋ́he.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-28-29,#ms0015,vo. aŋ́hē.,vō. aiŋ́he.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-29-30,#ms0005,aŋ́hē. huuā.urī.raōδa.,aiŋ́he. auuā.urūraōδa.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-29-30,#ms0005 #ms0006,,aiŋ́he. auuā.urūraōδa.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-29-30,#ms0006,aiŋ́hi. auuāurīraōta.,aiŋ́he. auuā.urūraōδa.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-30-31,#ms0008,,auuā.urūraōδa. yat̰.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-30-31,#ms0008,ahe. urīraōδa. yat̰.,auuā.urūraōδa. yat̰.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-33-33,#ms0005 #ms0006,vahmaheca.,vaɱaheca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-33-33,#ms0005 #ms0006 #ms0015,,vaɱaheca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.23-33-33,#ms0015,vaheca.,vaɱaheca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-6-6,#ms0005,,ńiuuaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-6-6,#ms0005,ńiuuaēaiiemi.,ńiuuaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-12-12,#ms0006 #ms0008 #ms0015,,xᵛarənaŋᵛhatō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-12-12,#ms0006 #ms0008 #ms0015,xᵛarənaŋhatō.,xᵛarənaŋᵛhatō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-13-13,#ms0005,,mazištaheca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-16-16,#ms0006,,xraōždištaheca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-16-16,#ms0006,xraōžδištaheca.,xraōždištaheca.,xraōžδištaheca→xraōždištaheca,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-18-18,#ms0005 #ms0015,,hukərəptəmaheca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-18-18,#ms0005 #ms0015,hukərəftəmaheca.,hukərəptəmaheca.,hukərəftəmaheca→hukərəptəmaheca,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-20-20,#ms0005,,apanō.təmaheca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-20-20,#ms0005,apnōtəmaheca.,apanō.təmaheca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-20-22,#ms0006,apanōtəmaheca. huδā.manō. vurā.rafnaŋhō,apanō.təmaheca. huδāmanō. vouru.rafnaŋhō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-20-22,#ms0006 #ms0008 #ms0015,,apanō.təmaheca. huδāmanō. vouru.rafnaŋhō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-20-22,#ms0008,apanaōtəmaheca. manō. rafnaŋhō.,apanō.təmaheca. huδāmanō. vouru.rafnaŋhō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-20-22,#ms0015,apanōtəmaheca. manō. rafnaŋhō.,apanō.təmaheca. huδāmanō. vouru.rafnaŋhō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-24-24,#ms0005,,nō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-25-25,#ms0006,,daδa.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-25-25,#ms0006,dada.,daδa.,dada→daδa,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-31-32,#ms0005,maińiiu. spəṇtōtəmō.,maińiiuš. spəṇtō.təmō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-31-32,#ms0005 #ms0015,,maińiiuš. spəṇtō.təmō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.1-32-32,#ms0006 #ms0008,,spəṇtō.təmō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-0-0,#ms0005,,ńiuuaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-0-0,#ms0005,ńiuuaēaiiemi.,ńiuuaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-5-5,#ms0008,,vahištāi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-5-5,#ms0008,vištāi.,vahištāi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-6-6,#ms0006,,xšaϑrāi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-6-6,#ms0006,xšatrāi.,xšaϑrāi.,xšatrāi→xšaϑrāi,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-9-9,#ms0005,,ārmatə̄e.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-9-9,#ms0005,ārmaitē.,ārmatə̄e.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-9-10,#ms0008,ārmatōiš. hauruuat̰.,ārmatə̄e. hauruuat̰biia.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-9-10,#ms0008 #ms0015,,ārmatə̄e. hauruuat̰biia.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-9-10,#ms0015,ārmaitə̄e. hauruuaδbiia.,ārmatə̄e. hauruuat̰biia.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-13-13,#ms0005 #ms0015,,tašne.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-13-13,#ms0015,gašne.,tašne.,gašne→tašne,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-16-16,#ms0005,,āϑre.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-16-16,#ms0005,ātre.,āϑre.,ātre→āϑre,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-18-19,#ms0006,,mazdā̊. yaētuštəmāi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-18-19,#ms0006,mazdā. yaētštəmāi.,mazdā̊. yaētuštəmāi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-19-19,#ms0008,,yaētuštəmāi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.2-19-19,#ms0008,yaētuštimāi.,yaētuštəmāi.,yaētuštimāi→yaētuštəmāi,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-0-0,#ms0015,,ńiuuaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-1-2,#ms0008,,haṇkāraiiemi. asńiiaēibiiō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-1-2,#ms0008,haṇkāraiiemi asniiaēibiiō.,haṇkāraiiemi. asńiiaēibiiō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-2-2,#ms0005,,asńiiaēibiiō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-11-11,#ms0008,,sāuuaŋhə̄e.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-11-11,#ms0008,sāuuaŋᵛhə̄e.,sāuuaŋhə̄e.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-16-16,#ms0005,ńiuuaēδaiiami.,ńiuuaēδaiiemi.,ńiuuaēδaiiami→ńiuuaēδaiiemi,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-16-16,#ms0005 #ms0015,,ńiuuaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-16-16,#ms0015,haṇaēδaiiemi.,ńiuuaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-19-19,#ms0008 #ms0015,,vouru.gaōiiaōtōiš.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-19-19,#ms0008 #ms0015,gaōiiaōitōiš.,vouru.gaōiiaōtōiš.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-19-20,#ms0005,,vouru.gaōiiaōtōiš. hazaŋhrō.gaōšahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-19-20,#ms0005,vaōuru.gaōiiōitōiš. hazaŋrō.gaōšahe.,vouru.gaōiiaōtōiš. hazaŋhrō.gaōšahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-20-20,#ms0006,,hazaŋhrō.gaōšahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-20-20,#ms0006,hazaŋrō.gaōṣ̌ahe.,hazaŋhrō.gaōšahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-22-22,#ms0008,nāmanō.,aōxtō.nāmanō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-22-22,#ms0008 #ms0015,,aōxtō.nāmanō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.3-22-22,#ms0015,aōxtōnamanō.,aōxtō.nāmanō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-3-3,#ms0005,rapiϑβinəāi.,rapiϑβināi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-3-3,#ms0005 #ms0008,,rapiϑβināi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-3-3,#ms0008,rapiϑuuiənāi.,rapiϑβināi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-9-9,#ms0005,,frādat̰.fšauue.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-9-9,#ms0005,frādat̰.fšuue.,frādat̰.fšauue.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-10-10,#ms0006,,zaṇtumāica.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-10-10,#ms0006,zaṇtāmuica.,zaṇtumāica.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-12-12,#ms0008,,aṣ̌ahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-18-18,#ms0005,,āϑrasca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-18-18,#ms0005,ātrasca.,āϑrasca.,ātrasca→āϑrasca,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.4-20-20,#ms0006,,mazdā̊.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.5-2-2,#ms0005,uziieirənāi.,uzaiieirināi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.5-2-2,#ms0005 #ms0015,,uzaiieirināi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.5-2-2,#ms0015,uzaiieirənāi.,uzaiieirināi.,uzaiieirənāi→uzaiieirināi,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.5-16-16,#ms0006,,ahurahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.5-16-16,#ms0006,rahe.,ahurahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.5-18-18,#ms0005,,apąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.5-18-18,#ms0005,ąm.,apąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-2-2,#ms0006,,aiβisrūϑrimāi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-2-2,#ms0006,ϑrəmāi.,aiβisrūϑrimāi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-2-3,#ms0008,aiβisrīϑrəmāi. aibigiiāi.,aiβisrūϑrimāi. aibigaiiāi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-2-3,#ms0008 #ms0015,,aiβisrūϑrimāi. aibigaiiāi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-2-3,#ms0015,aiβisrīϑrəmāi. aibigaiiiiāi.,aiβisrūϑrimāi. aibigaiiāi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-5-5,#ms0005,e.,aṣ̌ahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-5-5,#ms0005 #ms0008,,aṣ̌ahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-9-10,#ms0005,ujiiātə̄e. zaraϑuštrōtəmāica.,frādat̰.vīspąm.hujiiātə̄e. zaraϑuštrō.təmāica.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-9-10,#ms0005 #ms0006,,frādat̰.vīspąm.hujiiātə̄e. zaraϑuštrō.təmāica.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-9-10,#ms0006,īspąm.hujiiātə̄e. zaraϑuštrōtəmāica.,frādat̰.vīspąm.hujiiātə̄e. zaraϑuštrō.təmāica.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-10-10,#ms0008,zaraϑuštrōtimāica.,zaraϑuštrō.təmāica.,zaraϑuštrōtimāica→zaraϑuštrō.təmāica,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-10-10,#ms0008 #ms0015,,zaraϑuštrō.təmāica.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-16-16,#ms0005,šanąm.,aṣ̌āunąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-16-16,#ms0005 #ms0006,,aṣ̌āunąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-16-16,#ms0006,ąm.,aṣ̌āunąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-16-19,#ms0015,,aṣ̌āunąm. frauuaṣ̌inąm. γə̄nąnąmca. vīrō.vąϑβanąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-16-19,#ms0015,aṣ̌aōnąm. frauuašanąm. γə̄nąnąmca vąϑβanąm.,aṣ̌āunąm. frauuaṣ̌inąm. γə̄nąnąmca. vīrō.vąϑβanąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-17-17,#ms0008,,frauuaṣ̌inąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-17-17,#ms0008,frauuašanąm.,frauuaṣ̌inąm.,frauuašanąm→frauuaṣ̌inąm,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-19-19,#ms0008,,vīrō.vąϑβanąm.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-19-19,#ms0008,vąϑβanąm.,vīrō.vąϑβanąm.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-20-20,#ms0006,,yāiriiaiiā̊sca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-20-20,#ms0006,yāiriiaiiusca.,yāiriiaiiā̊sca.,yāiriiaiiusca→yāiriiaiiā̊sca,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-24-24,#ms0006,,huraōδahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-24-24,#ms0006,hurōδahe.,huraōδahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-27-27,#ms0006,vanaṇtaiiasca.,vanaiṇtiiā̊sca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-27-27,#ms0006 #ms0008 #ms0015,,vanaiṇtiiā̊sca.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.6-27-27,#ms0008 #ms0015,vanaiṇtaiiā̊sca.,vanaiṇtiiā̊sca.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-2-2,#ms0005,,ušahināi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-2-2,#ms0005,šahināi.,ušahināi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-3-3,#ms0006,,aṣ̌aōne.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-3-3,#ms0006,ṣ̌aōne.,aṣ̌aōne.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-6-6,#ms0005,,ńiuuaēδaiiemi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-6-6,#ms0005,aē.,ńiuuaēδaiiemi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-8-8,#ms0006,,bərəjiiāi.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-8-8,#ms0006,iiāi.,bərəjiiāi.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-9-9,#ms0015,,nmāńiiāica.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-11-11,#ms0005,,aṣ̌ahe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-11-11,#ms0005,ṣ̌ahe.,aṣ̌ahe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-15-18,#ms0015,,sraōšahe. aṣ̌iiehe. aṣ̌iuuatō. vərəϑrājanō.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-15-18,#ms0015,sraōšahe aṣ̌aiiehe. aṣ̌auuatō. vərəϑrājanō,sraōšahe. aṣ̌iiehe. aṣ̌iuuatō. vərəϑrājanō.,subst,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-16-16,#ms0006,,aṣ̌iiehe.,deleted,0.5,borderline/unstable or unmapped,none,,False,,
app-Y1.7-16-16,#ms0006,iiehe.,aṣ̌iiehe.,subst,0.5,borderline/unstable or unmapped,none,,False,,
