ocr_word,manual_word,distance,address,Unnamed: 4,manuscript_id,the change,Leitfehler
maδā̊ŋhō,maδā̊ŋhō,0,"[{'id': 'Y10.8a', 'index': 4}]",,8.0,,=
aēšma,aēšma,0,"[{'id': 'Y10.8a', 'index': 5}]",,8.0,,=
hacaṇte,haciṇte,1,"[{'id': 'Y10.8a', 'index': 6}, {'id': 'Y10.8a', 'index': 7}]",,8.0,a for i,1
xruuīdruuō,xruuīdruuō,0,"[{'id': 'Y10.8a', 'index': 8}]",,8.0,,=
āat̰,āat̰,0,"[{'id': 'Y10.8a', 'index': 9}, {'id': 'Y10.8b', 'index': 0}]",,8.0,,=
haōmahe,haōmahe,0,"[{'id': 'Y10.8b', 'index': 3}, {'id': 'Y10.8b', 'index': 4}]",,8.0,,=
maδō,maδō,0,"[{'id': 'Y10.8b', 'index': 5}]",,8.0,,=
aṣ̌acaiti,aṣ̌ahacaite,2,"[{'id': 'Y10.8b', 'index': 6}]",,8.0,"a deleted, h deleted, i for e",?
uruuāsmana,uruuāsmana,0,"[{'id': 'Y10.8b', 'index': 7}]",,8.0,,=
rəṇjaiti,rəṇjaiti,0,"[{'id': 'Y10.8b', 'index': 8}, {'id': 'Y10.8c', 'index': 0}]",,8.0,,=
haōmahe,haōmahe,0,"[{'id': 'Y10.8c', 'index': 1}]",,8.0,,=
maδō,maδō,0,"[{'id': 'Y10.8c', 'index': 2}]",,8.0,,=
yaō,yō,1,"[{'id': 'Y10.8c', 'index': 3}, {'id': 'Y10.8d', 'index': 0}]",,8.0,aō for ō,1
yaϑa,yaϑa,0,"[{'id': 'Y10.8d', 'index': 1}]",,8.0,,=
puϑrəm,puϑrəm,0,"[{'id': 'Y10.8d', 'index': 2}]",,8.0,,=
tauruuānəm,taurunəm,1,"[{'id': 'Y10.8d', 'index': 3}, {'id': 'Y10.8d', 'index': 4}]",,8.0,uuā for u,?
haōməm,haōməm,0,"[{'id': 'Y10.8d', 'index': 5}]",,8.0,,=
vəṇdīta,vaṇdaēta,2,"[{'id': 'Y10.8d', 'index': 6}]",,8.0,"ə for a, ī for aē",?
maš́iiō,maṣ̌iiō,1,"[{'id': 'Y10.8d', 'index': 7}]",,8.0,š́ for ṣ̌,?
frā,frā,0,"[{'id': 'Y10.8d', 'index': 8}, {'id': 'Y10.8e', 'index': 0}]",,8.0,,=
ābiiō,ābiiō,0,"[{'id': 'Y10.8e', 'index': 2}]",,8.0,,=
ābiiō,ābiiō,0,"[{'id': 'Y10.8e', 'index': 3}]",,8.0,,=
tanubiiō,tanubiiō,0,"[{'id': 'Y10.8e', 'index': 4}]",,8.0,,=
haōma,haōma,0,"[{'id': 'Y10.8e', 'index': 5}]",,8.0,,=
vīsāiti,vīsāite,1,"[{'id': 'Y10.8e', 'index': 6}]",,8.0,i for e,1
baēšazāi,baēšazāi,0,"[{'id': 'Y10.8e', 'index': 7}, {'id': 'Y10.8e', 'index': 8}]",,8.0,,=
haōma,haōma,0,"[{'id': 'Y10.8e', 'index': 9}, {'id': 'Y10.9a', 'index': 0}]",,8.0,,=
dazdēmē,dazdimē,1,"[{'id': 'Y10.9a', 'index': 1}]",,8.0,ē for i,1
baēšazanąm,baēšazanąm,0,"[{'id': 'Y10.9a', 'index': 2}]",,8.0,,=
yābiiō,yābiiō,0,"[{'id': 'Y10.9a', 'index': 3}, {'id': 'Y10.9a', 'index': 4}]",,8.0,,=
ahe,ahe,0,"[{'id': 'Y10.9a', 'index': 5}]",,8.0,,=
baēšazāδā̊,baēšazaδā̊,1,"[{'id': 'Y10.9a', 'index': 6}]",,8.0,ā for a,1
haōma,haōma,0,"[{'id': 'Y10.9a', 'index': 7}, {'id': 'Y10.9b', 'index': 0}]",,8.0,,=
dazdēmē,dazdimē,1,"[{'id': 'Y10.9b', 'index': 1}]",,8.0,ē for i,1
vārəϑraγnanąm,vārəϑraγnanąm,0,"[{'id': 'Y10.9b', 'index': 2}]",,8.0,,=
yāibiiō,yābiiō,1,"[{'id': 'Y10.9b', 'index': 3}]",,8.0,āi for ā,1
ahe,ahe,0,"[{'id': 'Y10.9b', 'index': 4}]",,8.0,,=
vərəϑratauruuā̊,vərəϑratauruuā̊,0,"[{'id': 'Y10.9b', 'index': 5}, {'id': 'Y10.9b', 'index': 6}]",,8.0,,=
frātē,frātē,0,"[{'id': 'Y10.9b', 'index': 7}, {'id': 'Y10.9c', 'index': 0}]",,8.0,,=
vīsāi,vīsāi,0,"[{'id': 'Y10.9c', 'index': 1}]",,8.0,,=
āruuaϑō,uruuaϑō,1,"[{'id': 'Y10.9c', 'index': 2}]",,8.0,ā for u,1
staōta,staōta,0,"[{'id': 'Y10.9c', 'index': 3}]",,8.0,,=
uruuatəm,uruuatəm,0,"[{'id': 'Y10.9c', 'index': 4}]",,8.0,,=
staōtārəm,staōtārəm,0,"[{'id': 'Y10.9c', 'index': 5}]",,8.0,,=
vaŋhaŋhəm,vaŋhaŋhąm,1,"[{'id': 'Y10.9c', 'index': 6}]",,8.0,ə for ą,1
dδō,daδō,1,"[{'id': 'Y10.9c', 'index': 7}]",,8.0,a deleted,?
aōxta,aōxta,0,"[{'id': 'Y10.9c', 'index': 8}]",,8.0,,=
ahuraō,ahurō,1,"[{'id': 'Y10.9c', 'index': 9}]",,8.0,aō for ō,1
mazdā̊,mazdā̊,0,"[{'id': 'Y10.9c', 'index': 10}]",,8.0,,=
yaϑa,yaϑa,0,"[{'id': 'Y10.9c', 'index': 11}]",,8.0,,=
aṣ̌əm,aṣ̌əm,0,"[{'id': 'Y10.9c', 'index': 12}]",,8.0,,=
yat̰,yat̰,0,"[{'id': 'Y10.9c', 'index': 13}, {'id': 'Y10.9c', 'index': 14}]",,8.0,,=
vahištəm,vahištəm,0,"[{'id': 'Y10.9c', 'index': 15}]",,8.0,,=
auruuaṇtəm,auruuaṇtəm,0,"[{'id': 'Y10.9c', 'index': 16}, {'id': 'Y10.10a', 'index': 0}]",,8.0,,=
ϑβā,ϑβā,0,"[{'id': 'Y10.10a', 'index': 1}]",,8.0,,=
dāmaδātəm,dāmiδātəm,1,"[{'id': 'Y10.10a', 'index': 2}, {'id': 'Y10.10a', 'index': 3}]",,8.0,a for i,1
baγō,baγō,0,"[{'id': 'Y10.10a', 'index': 4}]",,8.0,,=
tatašāt̰,tatašat̰,1,"[{'id': 'Y10.10a', 'index': 5}]",,8.0,ā for a,1
huuāpā̊,huuāpā̊,0,"[{'id': 'Y10.10a', 'index': 6}]",,8.0,,=
auruuaṇtəā,auruuaṇtəm,1,"[{'id': 'Y10.10a', 'index': 7}, {'id': 'Y10.10b', 'index': 0}, {'id': 'Y10.10b', 'index': 1}]",,8.0,ā for m,?
dāmaδātəm,dāmiδātəm,1,"[{'id': 'Y10.10b', 'index': 2}]",,8.0,a for i,1
baγō,baγō,0,"[{'id': 'Y10.10b', 'index': 3}]",,8.0,,=
nidaϑat̰,nidaϑat̰,0,"[{'id': 'Y10.10b', 'index': 4}]",,8.0,,=
huuāpā̊,huuāpā̊,0,"[{'id': 'Y10.10b', 'index': 5}, {'id': 'Y10.10b', 'index': 6}]",,8.0,,=
harətiiō,haiϑiiō,3,"[{'id': 'Y10.10c', 'index': 0}]",,8.0,arət for aiϑ,?
paiti,paiti,0,"[{'id': 'Y10.10c', 'index': 1}]",,8.0,,=
bərəzaiiā̊,barəzaiiā̊,1,"[{'id': 'Y10.10c', 'index': 2}]",,8.0,ə for a,1
āat̰,āat̰,0,"[{'id': 'Y10.10c', 'index': 3}, {'id': 'Y10.11a', 'index': 0}]",,8.0,,=
ϑβā,ϑβā,0,"[{'id': 'Y10.11a', 'index': 1}]",,8.0,,=
aϑra,aϑra,0,"[{'id': 'Y10.11a', 'index': 2}]",,8.0,,=
spə̄ṇtafradaxšta,spəṇtafradaxšta,1,"[{'id': 'Y10.11a', 'index': 3}, {'id': 'Y10.11a', 'index': 4}]",,8.0,ə̄ for ə,?
mərəγa,mərəγa,0,"[{'id': 'Y10.11a', 'index': 5}, {'id': 'Y10.11b', 'index': 0}]",,8.0,,=
vīžuuaṇca,vīžuuaṇca,0,"[{'id': 'Y10.11b', 'index': 1}]",,8.0,,=
vībarəna,vībarən,1,"[{'id': 'Y10.11b', 'index': 2}]",,8.0,a inserted,?
aōi,auui,1,"[{'id': 'Y10.11b', 'index': 3}]",,8.0,aō for auu,1
ṣ̌iiata,dāiiata,2,"[{'id': 'Y10.11b', 'index': 4}]",,8.0,ṣ̌ii for dāii,?
upāirisaēna,upāirisaēna,0,"[{'id': 'Y10.11b', 'index': 5}, {'id': 'Y10.11b', 'index': 6}]",,8.0,,=
aōi,mōi,1,"[{'id': 'Y10.11b', 'index': 7}, {'id': 'Y10.11c', 'index': 0}]",,8.0,"aō for m, i for ōi",?
stīra,srīrō,2,"[{'id': 'Y10.11c', 'index': 1}]",,8.0,"t for r, a for ō",?
staēraōsāra,starōsāra,2,"[{'id': 'Y10.11c', 'index': 2}]",,8.0,"aē for a, aō for ō",1
aōi,mōi,1,"[{'id': 'Y10.11c', 'index': 3}]",,8.0,"aō for m, i for ōi",?
kusrāδa,kusrāδa,0,"[{'id': 'Y10.11c', 'index': 4}, {'id': 'Y10.11c', 'index': 5}]",,8.0,,=
kusrōpatāδa,kusrōpatāδa,0,"[{'id': 'Y10.11c', 'index': 6}]",,8.0,,=
aōi,mōi,1,"[{'id': 'Y10.11c', 'index': 7}]",,8.0,"aō for m, i for ōi",?
paβarāna,paβrāna,1,"[{'id': 'Y10.11c', 'index': 8}]",,8.0,a inserted,?
višpaϑa,višpaϑa,0,"[{'id': 'Y10.11c', 'index': 9}, {'id': 'Y10.11c', 'index': 10}]",,8.0,,=
aōi,mōi,1,"[{'id': 'Y10.11c', 'index': 11}]",,8.0,"aō for m, i for ōi",?
spətagaōna,spitagaōna,1,"[{'id': 'Y10.11c', 'index': 12}]",,8.0,ə for i,1
gairi,gairi,0,"[{'id': 'Y10.11c', 'index': 13}]",,8.0,,=
āat̰,āat̰,0,"[{'id': 'Y10.11c', 'index': 14}, {'id': 'Y10.12a', 'index': 0}]",,8.0,,=
āhuua,āhuua,0,"[{'id': 'Y10.12a', 'index': 1}]",,8.0,,=
pauruuatāhuua,pauruuatāhuua,0,"[{'id': 'Y10.12a', 'index': 2}]",,8.0,,=
paōurusarəδō,pourusarəδō,2,"[{'id': 'Y10.12a', 'index': 3}]",,8.0,aōu for ou,1
vīraōδahe,vīraōδahe,0,"[{'id': 'Y10.12a', 'index': 4}, {'id': 'Y10.12a', 'index': 5}]",,8.0,,=
haōmō,haōmō,0,"[{'id': 'Y10.12a', 'index': 6}]",,8.0,,=
gaōma,gaōma,0,"[{'id': 'Y10.12a', 'index': 7}]",,8.0,,=
zairigaōnō,zairigaōnō,0,"[{'id': 'Y10.12a', 'index': 8}]",,8.0,,=
ātē,ātē,0,"[{'id': 'Y10.12a', 'index': 9}, {'id': 'Y10.12b', 'index': 0}]",,8.0,,=
baēšaza,baēšaza,0,"[{'id': 'Y10.12b', 'index': 1}]",,8.0,,=
irūriϑarə,irīriϑarə,1,"[{'id': 'Y10.12b', 'index': 2}]",,8.0,ū for ī,1
vaŋhə̄uš,vaŋhə̄uš,0,"[{'id': 'Y10.12b', 'index': 3}]",,8.0,,=
manaŋhō,manaŋhō,0,"[{'id': 'Y10.12b', 'index': 4}]",,8.0,,=
maiiābiiō,maiiābiiō,0,"[{'id': 'Y10.12b', 'index': 5}, {'id': 'Y10.12b', 'index': 6}]",,8.0,,=
āat̰,āat̰,0,"[{'id': 'Y10.12b', 'index': 7}, {'id': 'Y10.12c', 'index': 0}]",,8.0,,=
mē,mē,0,"[{'id': 'Y10.12c', 'index': 1}]",,8.0,,=
ahe,ahe,0,"[{'id': 'Y10.12c', 'index': 2}]",,8.0,,=
dušsaŋhahe,dušsaŋhahe,0,"[{'id': 'Y10.12c', 'index': 3}]",,8.0,,=
parāca,parāca,0,"[{'id': 'Y10.12c', 'index': 4}, {'id': 'Y10.12c', 'index': 5}]",,8.0,,=
vīpaiiā,vīspaiiā̊,2,"[{'id': 'Y10.12c', 'index': 6}]",,8.0,"s deleted, ā for ā̊",?
manō,manō,0,"[{'id': 'Y10.12c', 'index': 7}]",,8.0,,=
āat̰,āat̰,0,"[{'id': 'Y10.12c', 'index': 8}, {'id': 'Y10.12d', 'index': 0}]",,8.0,,=
ahe,ahe,0,"[{'id': 'Y10.12d', 'index': 1}]",,8.0,,=
nī,nī,0,"[{'id': 'Y10.12d', 'index': 2}]",,8.0,,=
manō,manō,0,"[{'id': 'Y10.12d', 'index': 3}]",,8.0,,=
manō,manō,0,"[{'id': 'Y10.12d', 'index': 4}, {'id': 'Y10.12d', 'index': 5}]",,8.0,,=
yō,yō,0,"[{'id': 'Y10.12d', 'index': 6}]",,8.0,,=
mē,mē,0,"[{'id': 'Y10.12d', 'index': 7}]",,8.0,,=
dušsaŋhu,dušsaŋhō,1,"[{'id': 'Y10.12d', 'index': 8}]",,8.0,u for ō,?
hištaite,hištaite,0,"[{'id': 'Y10.12d', 'index': 9}]",,8.0,,=
nə,nā,1,"[{'id': 'Y10.12d', 'index': 10}, {'id': 'Y10.13a', 'index': 0}]",,8.0,ə for ā,?
haōmāi,haōmāi,0,"[{'id': 'Y10.13a', 'index': 1}]",,8.0,,=
yat̰,yat̰,0,"[{'id': 'Y10.13a', 'index': 2}]",,8.0,,=
kərənōiti,kərənaōiti,1,"[{'id': 'Y10.13a', 'index': 3}]",,8.0,ōi for aōi,?
dariγaōš,driγaōš,1,"[{'id': 'Y10.13a', 'index': 4}]",,8.0,a inserted,?
huuat̰masō,hauuat̰masō,1,"[{'id': 'Y10.13a', 'index': 5}, {'id': 'Y10.13a', 'index': 6}]",,8.0,auu(V) for uuV,1
manō,manō,0,"[{'id': 'Y10.13a', 'index': 7}]",,8.0,,=
yaϑa,yaϑa,0,"[{'id': 'Y10.13a', 'index': 8}]",,8.0,,=
raēuuastəmahecit̰,raēuuastəmahecit̰,0,"[{'id': 'Y10.13a', 'index': 9}]",,8.0,,=
nəmō,nəmō,0,"[{'id': 'Y10.13a', 'index': 10}, {'id': 'Y10.13b', 'index': 0}, {'id': 'Y10.13b', 'index': 1}]",,8.0,,=
haōmāi,haōmāi,0,"[{'id': 'Y10.13b', 'index': 2}]",,8.0,,=
yat̰,yat̰,0,"[{'id': 'Y10.13b', 'index': 3}]",,8.0,,=
kərənaōiti,kərənaōiti,0,"[{'id': 'Y10.13b', 'index': 4}]",,8.0,,=
drəγaōiš,driγaōš,2,"[{'id': 'Y10.13b', 'index': 5}]",,8.0,"ə for i, i inserted",?
hauuat̰masō,hauuat̰masō,0,"[{'id': 'Y10.13b', 'index': 6}, {'id': 'Y10.13b', 'index': 7}]",,8.0,,=
manō,manō,0,"[{'id': 'Y10.13b', 'index': 8}]",,8.0,,=
yat̰,yat̰,0,"[{'id': 'Y10.13b', 'index': 9}]",,8.0,,=
usnąm,usnąm,0,"[{'id': 'Y10.13b', 'index': 10}]",,8.0,,=
aēiti,aēiti,0,"[{'id': 'Y10.13b', 'index': 11}]",,8.0,,=
vaēiδiia,vaēδiia,1,"[{'id': 'Y10.13b', 'index': 12}, {'id': 'Y10.13b', 'index': 13}]",,8.0,i inserted,?
paōurunarəm,pourunarəm,2,"[{'id': 'Y10.13c', 'index': 0}]",,8.0,aōu for ou,1
kərənūiš,kərənūši,2,"[{'id': 'Y10.13c', 'index': 2}]",,8.0,"i inserted, i deleted",?
spainiiaŋhəm,spaińiiaŋhəm,1,"[{'id': 'Y10.13c', 'index': 3}, {'id': 'Y10.13c', 'index': 4}]",,8.0,n for ń,1
cistauuastarəm,cistiuuastarəm,1,"[{'id': 'Y10.13c', 'index': 5}]",,8.0,"au for i, u for uu",1
yasetē,yasətē,1,"[{'id': 'Y10.13c', 'index': 6}, {'id': 'Y10.13d', 'index': 0}]",,8.0,e for ə,1
bāδa,bāδa,0,"[{'id': 'Y10.13d', 'index': 1}]",,8.0,,=
haōma,haōma,0,"[{'id': 'Y10.13d', 'index': 2}]",,8.0,,=
zāire,zāire,0,"[{'id': 'Y10.13d', 'index': 3}]",,8.0,,=
gauua,gauua,0,"[{'id': 'Y10.13d', 'index': 4}]",,8.0,,=
iristahe,iristahe,0,"[{'id': 'Y10.13d', 'index': 5}]",,8.0,,=
baxšaiti,baxšaiti,0,"[{'id': 'Y10.13d', 'index': 6}, {'id': 'Y10.13d', 'index': 7}]",,8.0,,=
māmē,māmē,0,"[{'id': 'Y10.13d', 'index': 8}, {'id': 'Y10.14a', 'index': 0}]",,8.0,,=
yaϑa,yaϑa,0,"[{'id': 'Y10.14a', 'index': 1}]",,8.0,,=
gāuš,gāuš,0,"[{'id': 'Y10.14a', 'index': 2}]",,8.0,,=
drafšō,drafšō,0,"[{'id': 'Y10.14a', 'index': 3}]",,8.0,,=
āsitō,āsitō,0,"[{'id': 'Y10.14a', 'index': 4}, {'id': 'Y10.14a', 'index': 5}]",,8.0,,=
vārəma,vārəma,0,"[{'id': 'Y10.14a', 'index': 6}]",,8.0,,=
jairi,caire,1,"[{'id': 'Y10.14a', 'index': 7}]",,8.0,"j for c, i for e",2
fraša,fraš́a,1,"[{'id': 'Y10.14a', 'index': 8}, {'id': 'Y10.14b', 'index': 0}]",,8.0,š for š́,r-b
fraiiaṇtu,fraiiaṇtu,0,"[{'id': 'Y10.14b', 'index': 1}]",,8.0,,=
tē,tē,0,"[{'id': 'Y10.14b', 'index': 2}, {'id': 'Y10.14b', 'index': 3}]",,8.0,,=
madō,maδō,1,"[{'id': 'Y10.14b', 'index': 4}]",,8.0,d for δ,?
vərəzihŋhā̊ŋhō,vərəziiaŋᵛhā̊ŋhō,3,"[{'id': 'Y10.14b', 'index': 5}]",,8.0,"i for ii, h for a, ŋ for ŋᵛ",?
jasaṇ̣tu,jasəṇtu,2,"[{'id': 'Y10.14b', 'index': 6}]",,8.0,"a for ə, ̣ inserted",?
pairitē,pairitē,0,"[{'id': 'Y10.14b', 'index': 7}, {'id': 'Y10.14c', 'index': 0}, {'id': 'Y10.14c', 'index': 1}]",,8.0,,=
haōma,haōma,0,"[{'id': 'Y10.14c', 'index': 2}]",,8.0,,=
aṣ̌āum,aṣ̌āum,0,"[{'id': 'Y10.14c', 'index': 3}]",,8.0,,=
aṣ̌auuāzō,aṣ̌auuāzō,0,"[{'id': 'Y10.14c', 'index': 4}]",,8.0,,=
daδąmi,daδąmi,0,"[{'id': 'Y10.14c', 'index': 5}, {'id': 'Y10.14c', 'index': 6}]",,8.0,,=
imąm,imąm,0,"[{'id': 'Y10.14c', 'index': 7}]",,8.0,,=
tanīm,tanūm,1,"[{'id': 'Y10.14c', 'index': 8}]",,8.0,ī for ū,1
yā,yā,0,"[{'id': 'Y10.14c', 'index': 9}]",,8.0,,=
tē,tē,0,"[{'id': 'Y10.14c', 'index': 10}]",,8.0,,=
vaēnaiti,vaēnaite,1,"[{'id': 'Y10.14c', 'index': 11}]",,8.0,i for e,1
huraōδa,huraōδa,0,"[{'id': 'Y10.14c', 'index': 12}]",,8.0,,=
auuaŋharəzāmi,auuaŋhərəzāmi,1,"[{'id': 'Y10.14c', 'index': 13}, {'id': 'Y10.15a', 'index': 0}]",,8.0,a for ə,1
jańiiōiš,jańiiōiš,0,"[{'id': 'Y10.15a', 'index': 1}]",,8.0,,=
nąm,gąm,1,"[{'id': 'Y10.15a', 'index': 2}]",,8.0,n for g,?
mairiiāiiā̊,mairiiaiiā̊,1,"[{'id': 'Y10.15a', 'index': 3}]",,8.0,āi for ai,?
əuuītōxarəδaiiā̊,əuuītōxarəδaiiā̊,0,"[{'id': 'Y10.15a', 'index': 4}]",,8.0,,=
yā,yā,0,"[{'id': 'Y10.15a', 'index': 5}, {'id': 'Y10.15b', 'index': 0}]",,8.0,,=
maińiieiṇte,maińiieite,1,"[{'id': 'Y10.15b', 'index': 1}]",,8.0,ṇ inserted,?
dauuaiieiṇte,dauuaiieiṇti,1,"[{'id': 'Y10.15b', 'index': 2}]",,8.0,e for i,1
āϑrauuanəmca,āϑrauuanəmca,0,"[{'id': 'Y10.15b', 'index': 3}]",,8.0,,=
haōməmca,haōməmca,0,"[{'id': 'Y10.15b', 'index': 4}]",,8.0,,=
hā,hā,0,"[{'id': 'Y10.15b', 'index': 5}]",,8.0,,=
yā,yā,0,"[{'id': 'Y10.15b', 'index': 6}]",,8.0,,=
dapta,dapta,0,"[{'id': 'Y10.15b', 'index': 7}]",,8.0,,=
apanasiieiti,apanasiieiti,0,"[{'id': 'Y10.15b', 'index': 8}, {'id': 'Y10.15b', 'index': 9}]",,8.0,,=
yā,yā,0,"[{'id': 'Y10.15b', 'index': 10}, {'id': 'Y10.15c', 'index': 0}]",,8.0,,=
tat̰,tat̰,0,"[{'id': 'Y10.15c', 'index': 1}]",,8.0,,=
yat̰,yat̰,0,"[{'id': 'Y10.15c', 'index': 2}]",,8.0,,=
haōmahe,haōmahe,0,"[{'id': 'Y10.15c', 'index': 3}]",,8.0,,=
draōnō,draōnō,0,"[{'id': 'Y10.15c', 'index': 4}]",,8.0,,=
nigaōŋhəṇti,nigā̊ŋhəṇti,2,"[{'id': 'Y10.15c', 'index': 5}, {'id': 'Y10.15c', 'index': 6}]",,8.0,aō for ā̊,1
nišhaδaite,nišhiδaiti,2,"[{'id': 'Y10.15c', 'index': 7}]",,8.0,"a for i, e for i",1
nōit̰,nōit̰,0,"[{'id': 'Y10.15c', 'index': 8}]",,8.0,,=
tąm,tąm,0,"[{'id': 'Y10.15c', 'index': 9}]",,8.0,,=
āϑrauuupuϑrīm,āϑrauuōpuϑrīm,1,"[{'id': 'Y10.15c', 'index': 10}, {'id': 'Y10.15c', 'index': 11}]",,8.0,uu for uō,?
naēδa,naēδa,0,"[{'id': 'Y10.15c', 'index': 12}]",,8.0,,=
dasti,dasta,1,"[{'id': 'Y10.15c', 'index': 13}]",,8.0,i for a,?
hupuϑrūm,hupuϑrīm,1,"[{'id': 'Y10.15c', 'index': 14}]",,8.0,ū for ī,1
paṇcanąm,paṇcanąm,0,"[{'id': 'Y10.15c', 'index': 15}, {'id': 'Y10.16a', 'index': 0}, {'id': 'Y10.16a', 'index': 1}]",,8.0,,=
ahmi,aɱi,1,"[{'id': 'Y10.16a', 'index': 2}]",,8.0,hm for ɱ,?
paṇcanąm,paṇcanąm,0,"[{'id': 'Y10.16a', 'index': 3}]",,8.0,,=
nōit̰,nōit̰,0,"[{'id': 'Y10.16a', 'index': 4}]",,8.0,,=
ahmi,aɱi,1,"[{'id': 'Y10.16a', 'index': 5}]",,8.0,hm for ɱ,?
humatahe,humatahe,0,"[{'id': 'Y10.16a', 'index': 6}, {'id': 'Y10.16b', 'index': 0}, {'id': 'Y10.16b', 'index': 1}]",,8.0,,=
ahmi,aɱi,1,"[{'id': 'Y10.16b', 'index': 2}]",,8.0,hm for ɱ,?
dušmatahe,dušmatahe,0,"[{'id': 'Y10.16b', 'index': 3}]",,8.0,,=
nōit̰,nōit̰,0,"[{'id': 'Y10.16b', 'index': 4}]",,8.0,,=
ahmi,aɱi,1,"[{'id': 'Y10.16b', 'index': 5}]",,8.0,hm for ɱ,?
hīxtahe,hūxtahe,1,"[{'id': 'Y10.16b', 'index': 6}, {'id': 'Y10.16c', 'index': 0}, {'id': 'Y10.16c', 'index': 1}]",,8.0,ī for ū,1
ahmi,aɱi,1,"[{'id': 'Y10.16c', 'index': 2}]",,8.0,hm for ɱ,?
dužīxtahe,dužūxtahe,1,"[{'id': 'Y10.16c', 'index': 3}]",,8.0,ī for ū,1
nōit̰,nōit̰,0,"[{'id': 'Y10.16c', 'index': 4}]",,8.0,,=
ahmi,aɱi,1,"[{'id': 'Y10.16c', 'index': 5}]",,8.0,hm for ɱ,?
huuarəštahe,huuarštahe,1,"[{'id': 'Y10.16c', 'index': 6}, {'id': 'Y10.16d', 'index': 0}, {'id': 'Y10.16d', 'index': 1}]",,8.0,ə inserted,?
ahmi,aɱi,1,"[{'id': 'Y10.16d', 'index': 2}]",,8.0,hm for ɱ,?
dužuuarəštahe,dužuuarštahe,1,"[{'id': 'Y10.16d', 'index': 3}]",,8.0,ə inserted,?
nōit̰,nōit̰,0,"[{'id': 'Y10.16d', 'index': 4}]",,8.0,,=
aɱi,aɱi,0,"[{'id': 'Y10.16d', 'index': 5}]",,8.0,,=
sraōšahe,sraōšahe,0,"[{'id': 'Y10.16d', 'index': 6}, {'id': 'Y10.16e', 'index': 0}]",,8.0,,=
ahmi,aɱi,1,"[{'id': 'Y10.16e', 'index': 1}]",,8.0,hm for ɱ,?
asruštōiš,asruštōiš,0,"[{'id': 'Y10.16e', 'index': 2}]",,8.0,,=
nōit̰,nōit̰,0,"[{'id': 'Y10.16e', 'index': 3}]",,8.0,,=
ahmi,aɱi,1,"[{'id': 'Y10.16e', 'index': 4}]",,8.0,hm for ɱ,?
aṣ̌aōnō,aṣ̌aōnō,0,"[{'id': 'Y10.16e', 'index': 5}, {'id': 'Y10.16f', 'index': 0}]",,8.0,,=
ahmi,aɱi,1,"[{'id': 'Y10.16f', 'index': 1}]",,8.0,hm for ɱ,?
druuatō,druuatō,0,"[{'id': 'Y10.16f', 'index': 2}]",,8.0,,=
nōit̰,nōit̰,0,"[{'id': 'Y10.16f', 'index': 3}]",,8.0,,=
ahmi,aɱi,1,"[{'id': 'Y10.16f', 'index': 4}]",,8.0,hm for ɱ,?
at̰cit̰,at̰cit̰,0,"[{'id': 'Y10.16f', 'index': 5}, {'id': 'Y10.16g', 'index': 0}]",,8.0,,=
ahmāt̰,aɱāt̰,2,"[{'id': 'Y10.16g', 'index': 1}]",,8.0,hm for ɱ,?
yaϑa,yaϑa,0,"[{'id': 'Y10.16g', 'index': 2}]",,8.0,,=
apəməm,apəməm,0,"[{'id': 'Y10.16g', 'index': 3}]",,8.0,,=
mańiuuā̊,mańiuuā̊,0,"[{'id': 'Y10.16g', 'index': 4}]",,8.0,,=
aŋhat̰,aŋhat̰,0,"[{'id': 'Y10.16g', 'index': 5}]",,8.0,,=
niuuāitiš,niuuāitiš,0,"[{'id': 'Y10.16g', 'index': 6}]",,8.0,,=
āat̰,āat̰,0,"[{'id': 'Y10.16g', 'index': 7}, {'id': 'Y10.17a', 'index': 0}]",,8.0,,=
aōxta,aōxta,0,"[{'id': 'Y10.17a', 'index': 1}]",,8.0,,=
zaraϑuštraō,zaraϑuštrō,1,"[{'id': 'Y10.17a', 'index': 2}]",,8.0,aō for ō,1
nəmō,nəmō,0,"[{'id': 'Y10.17a', 'index': 3}, {'id': 'Y10.17a', 'index': 4}]",,8.0,,=
haōmāi,haōmāi,0,"[{'id': 'Y10.17a', 'index': 5}]",,8.0,,=
mazdaδātāi,mazdaδātāi,0,"[{'id': 'Y10.17a', 'index': 6}]",,8.0,,=
vaŋhuš,vaŋhuš,0,"[{'id': 'Y10.17a', 'index': 7}]",,8.0,,=
haōmō,haōmō,0,"[{'id': 'Y10.17a', 'index': 8}, {'id': 'Y10.17a', 'index': 9}]",,8.0,,=
mazdaδātō,mazdaδātō,0,"[{'id': 'Y10.17a', 'index': 10}]",,8.0,,=
nəmō,nəmō,0,"[{'id': 'Y10.17a', 'index': 11}]",,8.0,,=
haōmāi,haōmāi,0,"[{'id': 'Y10.17a', 'index': 12}]",,8.0,,=
haōma,haōma,0,"[{'id': 'Y10.17b', 'index': 2}]",,8.0,,=
upastaōmi,upastaōmi,0,"[{'id': 'Y10.17b', 'index': 3}]",,8.0,,=
yat̰cit̰,yat̰cit̰,0,"[{'id': 'Y10.17b', 'index': 4}]",,8.0,,=
barəšnušuua,barəšnušuua,0,"[{'id': 'Y10.17b', 'index': 5}, {'id': 'Y10.17b', 'index': 6}]",,8.0,,=
